#SampleID	DNAPlate	Tube	AnimalID	Sex	Diet	Year	DMI_total_kg	days_fed	ADFI	gain_total	ADG	FE	perANS	perHHS	perARS	perSHS	perBMS	perBRS	perBNS	perSGS	perBVS	perCHS	perCAS	perGVS	perLMS	perMAS	perSAS	perSMS	perHH	perAN	perSM	perCH	perM2	perM3	perRS	perRO	Selected	Group
S687	8	19	81364	Heifer	Growing	2008	620.4	84	7.39	76.8	0.91	0.124	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	No	NA
S688	8	27	81356	Heifer	Growing	2008	734.3	84	8.74	48.9	0.58	0.067	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	No	NA
S689	8	35	81294	Heifer	Growing	2008	680.3	84	8.1	53.5	0.64	0.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	No	NA
S690	8	43	81235	Heifer	Growing	2008	596.7	84	7.1	49.7	0.59	0.083	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	No	NA
S691	8	4	81502	Heifer	Growing	2008	610.1	84	7.26	66.8	0.8	0.109	0	0	0	0	0	0	0	0	0	0	0.5	0	0.125	0	0	0	0.125	0	0	0	0	0.25	0	0	No	NA
S692	8	12	81462	Heifer	Growing	2008	597.5	84	7.11	59.5	0.71	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.25	0.25	0	No	NA
S693	8	20	81354	Heifer	Growing	2008	623.2	84	7.42	50.9	0.61	0.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	No	NA
S694	8	28	81311	Heifer	Growing	2008	679.9	84	8.09	51.9	0.62	0.076	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	Yes	BWGL-DMIH
S696	8	44	81243	Heifer	Growing	2008	457.6	84	5.45	28.6	0.34	0.063	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	No	NA
S697	8	5	81498	Heifer	Growing	2008	592.4	84	7.05	58.8	0.7	0.099	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.25	0	0	0.25	0	0	No	NA
S698	8	13	81451	Heifer	Growing	2008	668.9	84	7.96	69.3	0.83	0.104	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0	No	NA
S699	8	21	81344	Heifer	Growing	2008	665.8	84	7.93	47.5	0.57	0.071	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	No	NA
S700	8	29	81308	Heifer	Growing	2008	573.6	84	6.83	58.1	0.69	0.101	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	No	NA
S701	8	37	81303	Heifer	Growing	2008	514.2	84	6.12	28.4	0.34	0.055	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	No	NA
S702	8	45	81256	Heifer	Growing	2008	648.6	84	7.72	65	0.77	0.1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	No	NA
S703	8	6	81484	Heifer	Growing	2008	650	84	7.74	61.7	0.73	0.095	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	No	NA
S704	8	14	81448	Heifer	Growing	2008	511.9	84	6.09	53.4	0.64	0.104	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.5	0	0	0	0	0	0	0	0.25	0	0	No	NA
S705	8	22	81343	Heifer	Growing	2008	582.3	84	6.93	54.3	0.65	0.093	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	No	NA
S706	8	30	81275	Heifer	Growing	2008	530.1	84	6.31	30.1	0.36	0.057	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	No	NA
S707	8	38	81306	Heifer	Growing	2008	623.4	84	7.42	59.1	0.7	0.095	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	No	NA
S708	8	46	81262	Heifer	Growing	2008	690.7	84	8.22	46.1	0.55	0.067	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	No	NA
S709	8	7	81482	Heifer	Growing	2008	585.9	84	6.98	42.7	0.51	0.073	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	No	NA
S710	8	15	81418	Heifer	Growing	2008	597.7	84	7.12	37.3	0.44	0.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.25	0.25	0	No	NA
S711	8	23	81340	Heifer	Growing	2008	644.8	84	7.68	78.9	0.94	0.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	No	NA
S712	8	31	81277	Heifer	Growing	2008	633.8	84	7.55	39.1	0.47	0.062	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	Yes	BWGL-DMIH
S713	8	39	81224	Heifer	Growing	2008	644.7	84	7.68	31.4	0.37	0.049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	Yes	BWGL-DMIH
S714	8	47	81274	Heifer	Growing	2008	708.3	84	8.43	87	1.04	0.123	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	No	NA
S715	8	8	81480	Heifer	Growing	2008	433.4	84	5.16	10.4	0.12	0.024	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	Yes	BWGL-DMIL
S716	8	16	81403	Heifer	Growing	2008	718.6	84	8.55	52.5	0.63	0.073	0	0.125	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.125	0	0.125	0	0	0	0.125	0	0	No	NA
S717	8	24	81328	Heifer	Growing	2008	608.8	84	7.25	51.1	0.61	0.084	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	No	NA
S718	8	32	81279	Heifer	Growing	2008	615.8	84	7.33	49.8	0.59	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	No	NA
S719	8	40	81228	Heifer	Growing	2008	678.7	84	8.08	83	0.99	0.122	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	No	NA
