OTU130	3.44927966598			-
OTU738	2.2762219828	BWGL-DMIH	3.00395630865	0.0201645730223
OTU133	3.46124606919	BWGL-DMIH	3.08935683784	0.0209213353378
OTU134	3.20624421748			-
OTU135	3.05077643994			-
OTU136	3.34863683469			-
OTU221	2.44305307584	BWGL-DMIH	2.6911504109	0.0420664122068
OTU222	3.08258468061			-
OTU731	2.35052130049			-
OTU227	3.18307780285	BWGH-DMIH	2.95360731815	0.0201645730223
OTU5719	3.69590706882			-
OTU1245	2.71029261476			-
OTU4269	3.08885575952			-
OTU568	2.48134165275	BWGL-DMIH	3.02505416084	0.0201645730223
OTU1483	4.18130421518	BWGL-DMIH	3.82328318387	0.0209213353378
OTU44	3.85188485357			-
OTU1991	3.16557945834			-
OTU38	3.99335543246			-
OTU39	3.80378835188			-
OTU36	4.03107458405	BWGL-DMIH	3.72355184559	0.0433081428108
OTU34	3.96416589412			-
OTU35	4.18333144768			-
OTU33	3.89216502398			-
OTU627	2.50780100003			-
OTU189	3.25891119976			-
OTU184	3.52113404734			-
OTU183	3.67809210174			-
OTU353	2.88091547945			-
OTU480	2.40565036926	BWGH-DMIH	3.229228316	0.013874405883
OTU3417	2.71217208163			-
OTU129	3.379044611	BWGL-DMIH	3.06510387581	0.0383935805371
OTU3552	2.47711655098			-
OTU126	3.62847419729			-
OTU124	3.77385438782			-
OTU333	2.35787067768			-
OTU3554	2.87077849322			-
OTU3206	2.1171532295			-
OTU904	2.38308979418	BWGL-DMIH	2.89010414522	0.013874405883
OTU378	2.57606358266			-
OTU379	2.96587512699			-
OTU530	2.29678099792	BWGL-DMIH	3.01713316136	0.0420664122068
OTU1729	2.8901521276			-
OTU81	3.36877843314			-
OTU80	3.15927779196			-
OTU87	4.68565996733			-
OTU86	3.52094654276			-
OTU85	2.59640804384			-
OTU340	2.9297362598			-
OTU431	2.63614066237			-
OTU346	2.90722260487	BWGL-DMIH	2.65133896475	0.0179604775261
OTU3067	2.65045827424			-
OTU158	3.26250166413			-
OTU159	3.44037120384			-
OTU2739	2.83869210512			-
OTU652	2.92409080626			-
OTU497	2.46275681571			-
OTU153	3.8087579159			-
OTU150	3.42589572141			-
OTU151	3.15284524818			-
OTU320	2.93490799954			-
